DATE,CCSA
1967/1/7,1134000
1967/1/14,1119000
1967/1/21,1119000
1967/1/28,1103000
1967/2/4,1131000
1967/2/11,1153000
1967/2/18,1167000
1967/2/25,1199000
1967/3/4,1235000
1967/3/11,1234000
1967/3/18,1236000
1967/3/25,1268000
1967/4/1,1291000
1967/4/8,1273000
1967/4/15,1278000
1967/4/22,1277000
1967/4/29,1286000
1967/5/6,1308000
1967/5/13,1284000
1967/5/20,1265000
1967/5/27,1253000
1967/6/3,1265000
1967/6/10,1251000
1967/6/17,1248000
1967/6/24,1220000
1967/7/1,1193000
1967/7/8,1248000
1967/7/15,1258000
1967/7/22,1252000
1967/7/29,1280000
1967/8/5,1240000
1967/8/12,1215000
1967/8/19,1202000
1967/8/26,1180000
1967/9/2,1204000
1967/9/9,1189000
1967/9/16,1179000
1967/9/23,1178000
1967/9/30,1157000
1967/10/7,1165000
1967/10/14,1189000
1967/10/21,1174000
1967/10/28,1161000
1967/11/4,1176000
1967/11/11,1142000
1967/11/18,1133000
1967/11/25,1142000
1967/12/2,1150000
1967/12/9,1153000
1967/12/16,1188000
1967/12/23,1195000
1967/12/30,1167000
1968/1/6,1158000
1968/1/13,1187000
1968/1/20,1191000
1968/1/27,1157000
1968/2/3,1173000
1968/2/10,1175000
1968/2/17,1143000
1968/2/24,1165000
1968/3/2,1151000
1968/3/9,1147000
1968/3/16,1143000
1968/3/23,1136000
1968/3/30,1119000
1968/4/6,1079000
1968/4/13,1079000
1968/4/20,1059000
1968/4/27,1087000
1968/5/4,1079000
1968/5/11,1091000
1968/5/18,1071000
1968/5/25,1073000
1968/6/1,1063000
1968/6/8,1097000
1968/6/15,1071000
1968/6/22,1060000
1968/6/29,1038000
1968/7/6,1097000
1968/7/13,1076000
1968/7/20,1033000
1968/7/27,1036000
1968/8/3,1072000
1968/8/10,1088000
1968/8/17,1107000
1968/8/24,1094000
1968/8/31,1064000
1968/9/7,1067000
1968/9/14,1044000
1968/9/21,1047000
1968/9/28,1048000
1968/10/5,1060000
1968/10/12,1045000
1968/10/19,1035000
1968/10/26,1033000
1968/11/2,1028000
1968/11/9,1028000
1968/11/16,1076000
1968/11/23,1023000
1968/11/30,1056000
1968/12/7,1063000
1968/12/14,1061000
1968/12/21,1063000
1968/12/28,1116000
1969/1/4,1118000
1969/1/11,1099000
1969/1/18,1072000
1969/1/25,1077000
1969/2/1,1099000
1969/2/8,1088000
1969/2/15,1115000
1969/2/22,1092000
1969/3/1,1098000
1969/3/8,1099000
1969/3/15,1080000
1969/3/22,1071000
1969/3/29,1041000
1969/4/5,1076000
1969/4/12,1050000
1969/4/19,1025000
1969/4/26,992000
1969/5/3,1003000
1969/5/10,1018000
1969/5/17,1007000
1969/5/24,1006000
1969/5/31,988000
1969/6/7,992000
1969/6/14,1010000
1969/6/21,1012000
1969/6/28,1021000
1969/7/5,1072000
1969/7/12,1092000
1969/7/19,1072000
1969/7/26,1110000
1969/8/2,1126000
1969/8/9,1093000
1969/8/16,1067000
1969/8/23,1060000
1969/8/30,1074000
1969/9/6,1111000
1969/9/13,1082000
1969/9/20,1083000
1969/9/27,1086000
1969/10/4,1103000
1969/10/11,1100000
1969/10/18,1118000
1969/10/25,1136000
1969/11/1,1143000
1969/11/8,1146000
1969/11/15,1181000
1969/11/22,1158000
1969/11/29,1211000
1969/12/6,1226000
1969/12/13,1233000
1969/12/20,1252000
1969/12/27,1304000
1970/1/3,1332000
1970/1/10,1353000
1970/1/17,1371000
1970/1/24,1388000
1970/1/31,1385000
1970/2/7,1397000
1970/2/14,1445000
1970/2/21,1412000
1970/2/28,1430000
1970/3/7,1443000
1970/3/14,1456000
1970/3/21,1498000
1970/3/28,1537000
1970/4/4,1573000
1970/4/11,1586000
1970/4/18,1653000
1970/4/25,1748000
1970/5/2,1811000
1970/5/9,1847000
1970/5/16,1840000
1970/5/23,1827000
1970/5/30,1807000
1970/6/6,1817000
1970/6/13,1852000
1970/6/20,1864000
1970/6/27,1866000
1970/7/4,1853000
1970/7/11,1868000
1970/7/18,1877000
1970/7/25,1918000
1970/8/1,1900000
1970/8/8,1890000
1970/8/15,1933000
1970/8/22,1970000
1970/8/29,2005000
1970/9/5,1996000
1970/9/12,2068000
1970/9/19,2069000
1970/9/26,2092000
1970/10/3,2164000
1970/10/10,2207000
1970/10/17,2210000
1970/10/24,2257000
1970/10/31,2233000
1970/11/7,2279000
1970/11/14,2343000
1970/11/21,2285000
1970/11/28,2292000
1970/12/5,2276000
1970/12/12,2193000
1970/12/19,2224000
1970/12/26,2147000
1971/1/2,2102000
1971/1/9,2124000
1971/1/16,2100000
1971/1/23,2091000
1971/1/30,2086000
1971/2/6,2120000
1971/2/13,2079000
1971/2/20,2120000
1971/2/27,2081000
1971/3/6,2132000
1971/3/13,2126000
1971/3/20,2140000
1971/3/27,2157000
1971/4/3,2135000
1971/4/10,2156000
1971/4/17,2163000
1971/4/24,2127000
1971/5/1,2157000
1971/5/8,2179000
1971/5/15,2179000
1971/5/22,2167000
1971/5/29,2171000
1971/6/5,2194000
1971/6/12,2199000
1971/6/19,2182000
1971/6/26,2172000
1971/7/3,2116000
1971/7/10,2130000
1971/7/17,2087000
1971/7/24,2129000
1971/7/31,2150000
1971/8/7,2174000
1971/8/14,2202000
1971/8/21,2186000
1971/8/28,2188000
1971/9/4,2228000
1971/9/11,2250000
1971/9/18,2246000
1971/9/25,2233000
1971/10/2,2216000
1971/10/9,2247000
1971/10/16,2190000
1971/10/23,2176000
1971/10/30,2194000
1971/11/6,2204000
1971/11/13,2134000
1971/11/20,2134000
1971/11/27,2111000
1971/12/4,2117000
1971/12/11,2085000
1971/12/18,2109000
1971/12/25,2037000
1972/1/1,1934000
1972/1/8,1931000
1972/1/15,1923000
1972/1/22,1907000
1972/1/29,1921000
1972/2/5,1941000
1972/2/12,1960000
1972/2/19,1902000
1972/2/26,1903000
1972/3/4,1905000
1972/3/11,1906000
1972/3/18,1907000
1972/3/25,1877000
1972/4/1,1913000
1972/4/8,1910000
1972/4/15,1891000
1972/4/22,1855000
1972/4/29,1870000
1972/5/6,1893000
1972/5/13,1874000
1972/5/20,1863000
1972/5/27,1871000
1972/6/3,1857000
1972/6/10,1870000
1972/6/17,1855000
1972/6/24,1871000
1972/7/1,1935000
1972/7/8,1977000
1972/7/15,1947000
1972/7/22,1962000
1972/7/29,1928000
1972/8/5,1855000
1972/8/12,1812000
1972/8/19,1794000
1972/8/26,1792000
1972/9/2,1838000
1972/9/9,1802000
1972/9/16,1799000
1972/9/23,1791000
1972/9/30,1763000
1972/10/7,1771000
1972/10/14,1760000
1972/10/21,1733000
1972/10/28,1750000
1972/11/4,1722000
1972/11/11,1736000
1972/11/18,1727000
1972/11/25,1743000
1972/12/2,1676000
1972/12/9,1681000
1972/12/16,1756000
1972/12/23,1697000
1972/12/30,1663000
1973/1/6,1617000
1973/1/13,1660000
1973/1/20,1607000
1973/1/27,1601000
1973/2/3,1596000
1973/2/10,1594000
1973/2/17,1582000
1973/2/24,1582000
1973/3/3,1579000
1973/3/10,1584000
1973/3/17,1578000
1973/3/24,1562000
1973/3/31,1547000
1973/4/7,1552000
1973/4/14,1539000
1973/4/21,1573000
1973/4/28,1551000
1973/5/5,1560000
1973/5/12,1557000
1973/5/19,1553000
1973/5/26,1567000
1973/6/2,1556000
1973/6/9,1563000
1973/6/16,1576000
1973/6/23,1570000
1973/6/30,1571000
1973/7/7,1605000
1973/7/14,1605000
1973/7/21,1594000
1973/7/28,1603000
1973/8/4,1633000
1973/8/11,1679000
1973/8/18,1672000
1973/8/25,1675000
1973/9/1,1681000
1973/9/8,1688000
1973/9/15,1666000
1973/9/22,1658000
1973/9/29,1658000
1973/10/6,1657000
1973/10/13,1679000
1973/10/20,1646000
1973/10/27,1675000
1973/11/3,1669000
1973/11/10,1702000
1973/11/17,1698000
1973/11/24,1755000
1973/12/1,1692000
1973/12/8,1717000
1973/12/15,1779000
1973/12/22,1836000
1973/12/29,1805000
1974/1/5,1934000
1974/1/12,1949000
1974/1/19,1995000
1974/1/26,1950000
1974/2/2,1963000
1974/2/9,2010000
1974/2/16,2049000
1974/2/23,2027000
1974/3/2,2020000
1974/3/9,2054000
1974/3/16,2068000
1974/3/23,2074000
1974/3/30,2062000
1974/4/6,2066000
1974/4/13,2072000
1974/4/20,2081000
1974/4/27,2045000
1974/5/4,2056000
1974/5/11,2041000
1974/5/18,2053000
1974/5/25,2057000
1974/6/1,2079000
1974/6/8,2067000
1974/6/15,2095000
1974/6/22,2066000
1974/6/29,2074000
1974/7/6,2160000
1974/7/13,2125000
1974/7/20,2109000
1974/7/27,2097000
1974/8/3,2147000
1974/8/10,2171000
1974/8/17,2168000
1974/8/24,2172000
1974/8/31,2211000
1974/9/7,2265000
1974/9/14,2274000
1974/9/21,2273000
1974/9/28,2306000
1974/10/5,2360000
1974/10/12,2396000
1974/10/19,2519000
1974/10/26,2520000
1974/11/2,2623000
1974/11/9,2699000
1974/11/16,2862000
1974/11/23,2748000
1974/11/30,3086000
1974/12/7,3178000
1974/12/14,3291000
1974/12/21,3300000
1974/12/28,3396000
1975/1/4,3554000
1975/1/11,3557000
1975/1/18,3658000
1975/1/25,3708000
1975/2/1,3738000
1975/2/8,3856000
1975/2/15,3863000
1975/2/22,3969000
1975/3/1,4023000
1975/3/8,4147000
1975/3/15,4195000
1975/3/22,4201000
1975/3/29,4310000
1975/4/5,4428000
1975/4/12,4449000
1975/4/19,4497000
1975/4/26,4520000
1975/5/3,4604000
1975/5/10,4597000
1975/5/17,4592000
1975/5/24,4461000
1975/5/31,4637000
1975/6/7,4484000
1975/6/14,4529000
1975/6/21,4406000
1975/6/28,4090000
1975/7/5,4239000
1975/7/12,4057000
1975/7/19,4208000
1975/7/26,4075000
1975/8/2,4015000
1975/8/9,4028000
1975/8/16,3934000
1975/8/23,3940000
1975/8/30,3854000
1975/9/6,3969000
1975/9/13,3880000
1975/9/20,3880000
1975/9/27,3851000
1975/10/4,3868000
1975/10/11,3675000
1975/10/18,3720000
1975/10/25,3662000
1975/11/1,3607000
1975/11/8,3546000
1975/11/15,3551000
1975/11/22,3377000
1975/11/29,3391000
1975/12/6,3331000
1975/12/13,3266000
1975/12/20,3124000
1975/12/27,3072000
1976/1/3,3214000
1976/1/10,3084000
1976/1/17,3026000
1976/1/24,2957000
1976/1/31,2895000
1976/2/7,2912000
1976/2/14,2867000
1976/2/21,2862000
1976/2/28,2822000
1976/3/6,2853000
1976/3/13,2837000
1976/3/20,2852000
1976/3/27,2830000
1976/4/3,2859000
1976/4/10,2840000
1976/4/17,2890000
1976/4/24,2900000
1976/5/1,2940000
1976/5/8,2941000
1976/5/15,2947000
1976/5/22,2961000
1976/5/29,2916000
1976/6/5,2970000
1976/6/12,2950000
1976/6/19,3003000
1976/6/26,3035000
1976/7/3,2958000
1976/7/10,2995000
1976/7/17,3011000
1976/7/24,3019000
1976/7/31,2996000
1976/8/7,3007000
1976/8/14,2990000
1976/8/21,2983000
1976/8/28,3081000
1976/9/4,2988000
1976/9/11,3092000
1976/9/18,3097000
1976/9/25,3103000
1976/10/2,3104000
1976/10/9,3119000
1976/10/16,3074000
1976/10/23,3088000
1976/10/30,3080000
1976/11/6,3079000
1976/11/13,3064000
1976/11/20,3061000
1976/11/27,3019000
1976/12/4,2994000
1976/12/11,2978000
1976/12/18,2900000
1976/12/25,2822000
1977/1/1,2818000
1977/1/8,2764000
1977/1/15,2841000
1977/1/22,2834000
1977/1/29,2879000
1977/2/5,2956000
1977/2/12,2904000
1977/2/19,2772000
1977/2/26,2764000
1977/3/5,2717000
1977/3/12,2728000
1977/3/19,2695000
1977/3/26,2671000
1977/4/2,2655000
1977/4/9,2717000
1977/4/16,2680000
1977/4/23,2660000
1977/4/30,2644000
1977/5/7,2618000
1977/5/14,2635000
1977/5/21,2647000
1977/5/28,2625000
1977/6/4,2650000
1977/6/11,2589000
1977/6/18,2622000
1977/6/25,2616000
1977/7/2,2572000
1977/7/9,2563000
1977/7/16,2591000
1977/7/23,2584000
1977/7/30,2605000
1977/8/6,2605000
1977/8/13,2618000
1977/8/20,2612000
1977/8/27,2607000
1977/9/3,2571000
1977/9/10,2601000
1977/9/17,2605000
1977/9/24,2581000
1977/10/1,2583000
1977/10/8,2575000
1977/10/15,2575000
1977/10/22,2561000
1977/10/29,2587000
1977/11/5,2535000
1977/11/12,2592000
1977/11/19,2527000
1977/11/26,2620000
1977/12/3,2505000
1977/12/10,2529000
1977/12/17,2558000
1977/12/24,2482000
1977/12/31,2461000
1978/1/7,2456000
1978/1/14,2418000
1978/1/21,2522000
1978/1/28,2578000
1978/2/4,2468000
1978/2/11,2656000
1978/2/18,2545000
1978/2/25,2553000
1978/3/4,2529000
1978/3/11,2526000
1978/3/18,2471000
1978/3/25,2473000
1978/4/1,2453000
1978/4/8,2397000
1978/4/15,2339000
1978/4/22,2287000
1978/4/29,2272000
1978/5/6,2246000
1978/5/13,2231000
1978/5/20,2238000
1978/5/27,2211000
1978/6/3,2224000
1978/6/10,2189000
1978/6/17,2225000
1978/6/24,2249000
1978/7/1,2242000
1978/7/8,2331000
1978/7/15,2328000
1978/7/22,2321000
1978/7/29,2344000
1978/8/5,2395000
1978/8/12,2422000
1978/8/19,2405000
1978/8/26,2370000
1978/9/2,2336000
1978/9/9,2278000
1978/9/16,2271000
1978/9/23,2247000
1978/9/30,2217000
1978/10/7,2219000
1978/10/14,2274000
1978/10/21,2207000
1978/10/28,2222000
1978/11/4,2188000
1978/11/11,2200000
1978/11/18,2158000
1978/11/25,2349000
1978/12/2,2248000
1978/12/9,2292000
1978/12/16,2328000
1978/12/23,2276000
1978/12/30,2289000
1979/1/6,2366000
1979/1/13,2368000
1979/1/20,2403000
1979/1/27,2393000
1979/2/3,2411000
1979/2/10,2412000
1979/2/17,2383000
1979/2/24,2451000
1979/3/3,2451000
1979/3/10,2413000
1979/3/17,2377000
1979/3/24,2353000
1979/3/31,2335000
1979/4/7,2368000
1979/4/14,2467000
1979/4/21,2408000
1979/4/28,2351000
1979/5/5,2292000
1979/5/12,2261000
1979/5/19,2238000
1979/5/26,2246000
1979/6/2,2260000
1979/6/9,2207000
1979/6/16,2234000
1979/6/23,2275000
1979/6/30,2282000
1979/7/7,2368000
1979/7/14,2356000
1979/7/21,2335000
1979/7/28,2375000
1979/8/4,2422000
1979/8/11,2466000
1979/8/18,2474000
1979/8/25,2471000
1979/9/1,2448000
1979/9/8,2432000
1979/9/15,2431000
1979/9/22,2404000
1979/9/29,2426000
1979/10/6,2428000
1979/10/13,2535000
1979/10/20,2475000
1979/10/27,2522000
1979/11/3,2569000
1979/11/10,2537000
1979/11/17,2656000
1979/11/24,2648000
1979/12/1,2698000
1979/12/8,2685000
1979/12/15,2712000
1979/12/22,2674000
1979/12/29,2725000
1980/1/5,2749000
1980/1/12,2778000
1980/1/19,2783000
1980/1/26,2817000
1980/2/2,2864000
1980/2/9,2867000
1980/2/16,2877000
1980/2/23,2866000
1980/3/1,2848000
1980/3/8,2883000
1980/3/15,2888000
1980/3/22,2921000
1980/3/29,2866000
1980/4/5,3007000
1980/4/12,3085000
1980/4/19,3188000
1980/4/26,3226000
1980/5/3,3334000
1980/5/10,3417000
1980/5/17,3544000
1980/5/24,3698000
1980/5/31,3731000
1980/6/7,3781000
1980/6/14,3779000
1980/6/21,3858000
1980/6/28,3912000
1980/7/5,3823000
1980/7/12,3836000
1980/7/19,3872000
1980/7/26,3851000
1980/8/2,3789000
1980/8/9,3862000
1980/8/16,3813000
1980/8/23,3754000
1980/8/30,3808000
1980/9/6,3698000
1980/9/13,3699000
1980/9/20,3698000
1980/9/27,3679000
1980/10/4,3672000
1980/10/11,3549000
1980/10/18,3477000
1980/10/25,3527000
1980/11/1,3391000
1980/11/8,3380000
1980/11/15,3260000
1980/11/22,3303000
1980/11/29,3169000
1980/12/6,3185000
1980/12/13,3125000
1980/12/20,3056000
1980/12/27,3136000
1981/1/3,3123000
1981/1/10,3082000
1981/1/17,3023000
1981/1/24,2988000
1981/1/31,2975000
1981/2/7,2945000
1981/2/14,3043000
1981/2/21,3023000
1981/2/28,2901000
1981/3/7,2931000
1981/3/14,2905000
1981/3/21,2885000
1981/3/28,2876000
1981/4/4,2875000
1981/4/11,2800000
1981/4/18,2860000
1981/4/25,2893000
1981/5/2,2944000
1981/5/9,2887000
1981/5/16,2865000
1981/5/23,2862000
1981/5/30,2962000
1981/6/6,2877000
1981/6/13,2867000
1981/6/20,2886000
1981/6/27,2983000
1981/7/4,2886000
1981/7/11,2845000
1981/7/18,2902000
1981/7/25,2899000
1981/8/1,2867000
1981/8/8,2998000
1981/8/15,2966000
1981/8/22,2957000
1981/8/29,2954000
1981/9/5,2914000
1981/9/12,3051000
1981/9/19,3014000
1981/9/26,3073000
1981/10/3,3069000
1981/10/10,3098000
1981/10/17,3104000
1981/10/24,3181000
1981/10/31,3183000
1981/11/7,3282000
1981/11/14,3291000
1981/11/21,3416000
1981/11/28,3360000
1981/12/5,3517000
1981/12/12,3397000
1981/12/19,3551000
1981/12/26,3636000
1982/1/2,3523000
1982/1/9,3398000
1982/1/16,3624000
1982/1/23,3602000
1982/1/30,3521000
1982/2/6,3617000
1982/2/13,3490000
1982/2/20,3562000
1982/2/27,3553000
1982/3/6,3619000
1982/3/13,3605000
1982/3/20,3684000
1982/3/27,3714000
1982/4/3,3720000
1982/4/10,3841000
1982/4/17,3967000
1982/4/24,3930000
1982/5/1,3960000
1982/5/8,3972000
1982/5/15,3968000
1982/5/22,4103000
1982/5/29,3956000
1982/6/5,4094000
1982/6/12,4121000
1982/6/19,4105000
1982/6/26,4057000
1982/7/3,4139000
1982/7/10,4025000
1982/7/17,4148000
1982/7/24,4155000
1982/7/31,4040000
1982/8/7,4191000
1982/8/14,4234000
1982/8/21,4300000
1982/8/28,4316000
1982/9/4,4356000
1982/9/11,4445000
1982/9/18,4468000
1982/9/25,4542000
1982/10/2,4629000
1982/10/9,4689000
1982/10/16,4599000
1982/10/23,4686000
1982/10/30,4595000
1982/11/6,4713000
1982/11/13,4554000
1982/11/20,4695000
1982/11/27,4442000
1982/12/4,4509000
1982/12/11,4339000
1982/12/18,4371000
1982/12/25,4381000
1983/1/1,4010000
1983/1/8,3885000
1983/1/15,3950000
1983/1/22,3860000
1983/1/29,3890000
1983/2/5,3877000
1983/2/12,3865000
1983/2/19,3819000
1983/2/26,3876000
1983/3/5,3797000
1983/3/12,3787000
1983/3/19,3752000
1983/3/26,3734000
1983/4/2,3759000
1983/4/9,3814000
1983/4/16,3744000
1983/4/23,3762000
1983/4/30,3722000
1983/5/7,3714000
1983/5/14,3625000
1983/5/21,3701000
1983/5/28,3457000
1983/6/4,3548000
1983/6/11,3453000
1983/6/18,3452000
1983/6/25,3369000
1983/7/2,3239000
1983/7/9,3226000
1983/7/16,3216000
1983/7/23,3155000
1983/7/30,3112000
1983/8/6,3106000
1983/8/13,3107000
1983/8/20,3131000
1983/8/27,3079000
1983/9/3,3055000
1983/9/10,3007000
1983/9/17,2993000
1983/9/24,2973000
1983/10/1,2926000
1983/10/8,2929000
1983/10/15,2913000
1983/10/22,2886000
1983/10/29,2860000
1983/11/5,2750000
1983/11/12,2789000
1983/11/19,2879000
1983/11/26,2733000
1983/12/3,2737000
1983/12/10,2666000
1983/12/17,2796000
1983/12/24,2718000
1983/12/31,2644000
1984/1/7,2588000
1984/1/14,2522000
1984/1/21,2531000
1984/1/28,2556000
1984/2/4,2531000
1984/2/11,2453000
1984/2/18,2425000
1984/2/25,2469000
1984/3/3,2441000
1984/3/10,2431000
1984/3/17,2426000
1984/3/24,2412000
1984/3/31,2412000
1984/4/7,2425000
1984/4/14,2396000
1984/4/21,2433000
1984/4/28,2435000
1984/5/5,2430000
1984/5/12,2386000
1984/5/19,2401000
1984/5/26,2323000
1984/6/2,2379000
1984/6/9,2391000
1984/6/16,2364000
1984/6/23,2339000
1984/6/30,2329000
1984/7/7,2375000
1984/7/14,2371000
1984/7/21,2337000
1984/7/28,2329000
1984/8/4,2332000
1984/8/11,2390000
1984/8/18,2416000
1984/8/25,2405000
1984/9/1,2410000
1984/9/8,2435000
1984/9/15,2434000
1984/9/22,2421000
1984/9/29,2474000
1984/10/6,2455000
1984/10/13,2538000
1984/10/20,2529000
1984/10/27,2574000
1984/11/3,2578000
1984/11/10,2545000
1984/11/17,2645000
1984/11/24,2569000
1984/12/1,2529000
1984/12/8,2589000
1984/12/15,2594000
1984/12/22,2487000
1984/12/29,2536000
1985/1/5,2593000
1985/1/12,2543000
1985/1/19,2472000
1985/1/26,2601000
1985/2/2,2632000
1985/2/9,2608000
1985/2/16,2613000
1985/2/23,2641000
1985/3/2,2571000
1985/3/9,2591000
1985/3/16,2578000
1985/3/23,2556000
1985/3/30,2526000
1985/4/6,2569000
1985/4/13,2600000
1985/4/20,2584000
1985/4/27,2562000
1985/5/4,2582000
1985/5/11,2569000
1985/5/18,2547000
1985/5/25,2545000
1985/6/1,2591000
1985/6/8,2564000
1985/6/15,2549000
1985/6/22,2550000
1985/6/29,2505000
1985/7/6,2609000
1985/7/13,2519000
1985/7/20,2520000
1985/7/27,2522000
1985/8/3,2518000
1985/8/10,2565000
1985/8/17,2574000
1985/8/24,2561000
1985/8/31,2595000
1985/9/7,2596000
1985/9/14,2590000
1985/9/21,2513000
1985/9/28,2623000
